madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
80020,0,89056,0,0,,sambacılık,0,1,ğı,0,0,0,,,,,sambacilik,,"[{'anlam_id': '104894', 'madde_id': '80020', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sambacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80021,0,89057,0,0,,saptırıcılık,0,1,ğı,0,0,0,,,,,saptiricilik,,"[{'anlam_id': '104895', 'madde_id': '80021', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Saptırıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80022,0,89059,0,0,,sayıcılık,0,1,ğı,0,0,0,,,,,sayicilik,,"[{'anlam_id': '104896', 'madde_id': '80022', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sayıcının yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80023,0,89060,0,0,,seyyar satıcılık,0,1,ğı,0,0,0,,,,,seyyar saticilik,,"[{'anlam_id': '104897', 'madde_id': '80023', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Seyyar satıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80024,0,89061,0,0,,sıfırcılık,0,1,ğı,0,0,0,,,,,sifircilik,,"[{'anlam_id': '104898', 'madde_id': '80024', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sıfırcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80025,0,89063,0,0,,sondajcılık,0,1,ğı,0,0,0,,,,,sondajcilik,,"[{'anlam_id': '104899', 'madde_id': '80025', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sondalamacılık', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80026,0,89066,0,0,,şıracılık,0,1,ğı,0,0,0,,,,,siracilik,,"[{'anlam_id': '104900', 'madde_id': '80026', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Şıracı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80027,0,89067,0,0,,tablacılık,0,1,ğı,0,0,0,,,,,tablacilik,,"[{'anlam_id': '104901', 'madde_id': '80027', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tablacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80028,0,89069,0,0,,tanıtıcılık,0,1,ğı,0,0,0,,,,,taniticilik,,"[{'anlam_id': '104902', 'madde_id': '80028', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tanıtıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80029,0,89070,0,0,,tantanacılık,0,2,ğı,0,0,0,,,,,tantanacilik,,"[{'anlam_id': '104903', 'madde_id': '80029', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tantanacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '104904', 'madde_id': '80029', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kavga ediyormuş gibi davranarak dikkat dağıtıp hırsızlık yapma yöntemi', 'gos': '0'}]",
80030,0,89071,0,0,,tartışmacılık,0,1,ğı,0,0,0,,,,,tartismacilik,,"[{'anlam_id': '104905', 'madde_id': '80030', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tartışmacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80031,0,89072,0,0,,taşıyıcılık,0,2,ğı,0,0,0,,,,,tasiyicilik,,"[{'anlam_id': '104906', 'madde_id': '80031', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Taşıyıcı olma durumu, sırtçılık, hamallık, yükçülük', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '104907', 'madde_id': '80031', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Taşıyıcının yaptığı iş, yükçülük', 'gos': '0'}]",
80032,0,89075,0,0,,tırpancılık,0,1,ğı,0,0,0,,,,,tirpancilik,,"[{'anlam_id': '104908', 'madde_id': '80032', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tırpancı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80033,0,89076,0,0,,uyarıcılık,0,1,ğı,0,0,0,,,,,uyaricilik,,"[{'anlam_id': '104909', 'madde_id': '80033', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Uyarıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80034,0,89078,0,0,,ütopyacılık,0,1,ğı,0,0,0,,,,,utopyacilik,,"[{'anlam_id': '104910', 'madde_id': '80034', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ütopyacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80035,0,89079,0,0,,vırvırcılık,0,1,ğı,0,0,0,,,,,virvircilik,,"[{'anlam_id': '104911', 'madde_id': '80035', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Vırvırcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80036,0,89080,0,0,,yancılık,0,1,ğı,0,0,0,,,,,yancilik,,"[{'anlam_id': '104912', 'madde_id': '80036', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yancı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80037,0,89081,0,0,,yanıltıcılık,0,1,ğı,0,0,0,,,,,yanilticilik,,"[{'anlam_id': '104913', 'madde_id': '80037', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yanıltıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80038,0,89082,0,0,,yansıtıcılık,0,1,ğı,0,0,0,,,,,yansiticilik,,"[{'anlam_id': '104914', 'madde_id': '80038', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yansıtıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80039,0,89083,0,0,,yarışmacılık,0,1,ğı,0,0,0,,,,,yarismacilik,,"[{'anlam_id': '104915', 'madde_id': '80039', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yarışmacı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80040,0,89084,0,0,,yasaklayıcılık,0,1,ğı,0,0,0,,,,,yasaklayicilik,,"[{'anlam_id': '104916', 'madde_id': '80040', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yasaklayıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80041,0,89085,0,0,,yatırımcılık,0,1,ğı,0,0,0,,,,,yatirimcilik,,"[{'anlam_id': '104917', 'madde_id': '80041', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yatırımcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80042,0,89086,0,0,,yatıştırıcılık,0,1,ğı,0,0,0,,,,,yatistiricilik,,"[{'anlam_id': '104918', 'madde_id': '80042', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yatıştırıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80043,0,89087,0,0,,yazıncılık,0,1,ğı,0,0,0,,,,,yazincilik,,"[{'anlam_id': '104919', 'madde_id': '80043', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Edebiyatçılık', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80044,0,89088,0,0,,yıkımcılık,0,1,ğı,0,0,0,,,,,yikimcilik,,"[{'anlam_id': '104920', 'madde_id': '80044', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yıkımcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80045,0,89090,0,0,,yumuşatıcılık,0,1,ğı,0,0,0,,,,,yumusaticilik,,"[{'anlam_id': '104921', 'madde_id': '80045', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yumuşatıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80046,0,89091,0,0,,zıpkıncılık,0,1,ğı,0,0,0,,,,,zipkincilik,,"[{'anlam_id': '104922', 'madde_id': '80046', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Zıpkıncı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80047,0,89092,0,0,,zorlayıcılık,0,1,ğı,0,0,0,,,,,zorlayicilik,,"[{'anlam_id': '104923', 'madde_id': '80047', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Zorlayıcı olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80048,0,89093,0,0,,analizcilik,0,1,ği,0,0,0,,,,,analizcilik,,"[{'anlam_id': '104924', 'madde_id': '80048', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Analizcinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80049,0,89094,0,0,,aprecilik,0,1,ği,0,0,0,,,,,aprecilik,,"[{'anlam_id': '104925', 'madde_id': '80049', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Aprecinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80050,0,89095,0,0,,ardiyecilik,0,1,ği,0,0,0,,,,,ardiyecilik,,"[{'anlam_id': '104926', 'madde_id': '80050', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ardiyecinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80051,0,89096,0,0,,asabiyecilik,0,1,ği,0,0,0,,,,,asabiyecilik,,"[{'anlam_id': '104927', 'madde_id': '80051', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Asabiyeci olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80052,0,89097,0,0,,ateşleyicilik,0,1,ği,0,0,0,,,,,atesleyicilik,,"[{'anlam_id': '104928', 'madde_id': '80052', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ateşleyici olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80053,0,89098,0,0,,belgecilik,0,1,ği,0,0,0,,,,,belgecilik,,"[{'anlam_id': '104929', 'madde_id': '80053', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Belgecinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80054,0,89099,0,0,,belleticilik,0,2,ği,0,0,0,,,,,belleticilik,,"[{'anlam_id': '104930', 'madde_id': '80054', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Belletici olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '104931', 'madde_id': '80054', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Belleticinin yaptığı iş', 'gos': '0'}]",
80055,0,89101,0,0,,tasarımcılık,0,1,ğı,0,0,0,,,,,tasarimcilik,,"[{'anlam_id': '104932', 'madde_id': '80055', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tasarımcı olma durumu, tasar çizimcilik, dizayncılık', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80056,0,89102,0,0,,besleyicilik,0,1,ği,0,0,0,,,,,besleyicilik,,"[{'anlam_id': '104933', 'madde_id': '80056', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Besleyici olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80057,0,89103,0,0,,betimlemecilik,0,1,ği,0,0,0,,,,,betimlemecilik,,"[{'anlam_id': '104934', 'madde_id': '80057', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Betimlemeci olma durumu, tasvircilik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80058,0,89106,0,0,,biçkicilik,0,1,ği,0,0,0,,,,,bickicilik,,"[{'anlam_id': '104935', 'madde_id': '80058', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Biçkicinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80059,0,89108,0,0,,bilişimcilik,0,1,ği,0,0,0,,,,,bilisimcilik,,"[{'anlam_id': '104936', 'madde_id': '80059', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bilişimcinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80060,0,89110,0,0,,ciğercilik,0,1,ği,0,0,0,,,,,cigercilik,,"[{'anlam_id': '104937', 'madde_id': '80060', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ciğercinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80061,0,89112,0,0,,cincilik,0,1,ği,0,0,0,,,,,cincilik,,"[{'anlam_id': '104938', 'madde_id': '80061', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Cincinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80062,0,89113,0,0,,çözümleyicilik,0,1,ği,0,0,0,,,,,cozumleyicilik,,"[{'anlam_id': '104939', 'madde_id': '80062', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Çözümleyici olma durumu,tahlilcilik, analistlik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80063,0,89115,0,0,,delicilik,0,1,ği,0,0,0,,,,,delicilik,,"[{'anlam_id': '104940', 'madde_id': '80063', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Delici olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80064,0,89119,0,0,,düzenlemecilik,0,1,ği,0,0,0,,,,,duzenlemecilik,,"[{'anlam_id': '104941', 'madde_id': '80064', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Düzenlemecinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80065,0,89120,0,0,,düzenleyicilik,0,1,ği,0,0,0,,,,,duzenleyicilik,,"[{'anlam_id': '104942', 'madde_id': '80065', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Düzenleyicinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80066,0,89122,0,0,,ekicilik,0,1,ği,0,0,0,,,,,ekicilik,,"[{'anlam_id': '104943', 'madde_id': '80066', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ekicinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80067,0,89124,0,0,,erkencilik,0,1,ği,0,0,0,,,,,erkencilik,,"[{'anlam_id': '104944', 'madde_id': '80067', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Erkenci olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80068,0,89125,0,0,,esirgeyicilik,0,1,ği,0,0,0,,,,,esirgeyicilik,,"[{'anlam_id': '104945', 'madde_id': '80068', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Esirgeyici olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80069,0,89126,0,0,,eskrimcilik,0,1,ği,0,0,0,,,,,eskrimcilik,,"[{'anlam_id': '104946', 'madde_id': '80069', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Eskrimci olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80070,0,89127,0,0,,evet efendimcilik,0,1,ği,0,0,0,,,,,evet efendimcilik,,"[{'anlam_id': '104947', 'madde_id': '80070', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Evet efendimci olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80071,0,89128,0,0,,ezicilik,0,1,ği,0,0,0,,,,,ezicilik,,"[{'anlam_id': '104948', 'madde_id': '80071', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Ezici olma durumu', 'gos': '0', 'orneklerListe': [{'ornek_id': '33000', 'anlam_id': '104948', 'ornek_sira': '1', 'ornek': 'Vaziyet, aynı sıkıcılık ve ezicilik içinde devam etti.', 'kac': '1', 'yazar_id': '135', 'yazar': [{'yazar_id': '135', 'tam_adi': 'Necip Fazıl Kısakürek', 'kisa_adi': 'N. F. Kısakürek', 'ekno': '293'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
80072,0,89129,0,0,,felsefecilik,0,2,ği,0,0,0,,,,,felsefecilik,,"[{'anlam_id': '104949', 'madde_id': '80072', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Felsefeci olma durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '104950', 'madde_id': '80072', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Felsefecinin yaptığı iş', 'gos': '0'}]",
80073,0,89130,0,0,,frezecilik,0,1,ği,0,0,0,,,,,frezecilik,,"[{'anlam_id': '104951', 'madde_id': '80073', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Frezecinin yaptığı iş', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
