madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
72019,0,52922,0,0,,tüylendirmek,0,1,,0,0,0,,,,,tuylendirmek,,"[{'anlam_id': '88156', 'madde_id': '72019', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Tüylenmesine yol açmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}]",
72020,0,52923,0,0,,tüylenme,0,1,,0,0,0,,,,,tuylenme,,"[{'anlam_id': '88157', 'madde_id': '72020', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüylenmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72021,0,52924,0,0,,tüylenmek,0,2,,0,0,0,,,,,tuylenmek,,"[{'anlam_id': '88158', 'madde_id': '72021', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Tüy çıkmak, üzerinde tüyler oluşmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}, {'anlam_id': '88159', 'madde_id': '72021', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Para sahibi olmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '34', 'tur': '4', 'tam_adi': 'teklifsiz konuşmada', 'kisa_adi': 'tkz.', 'ekno': '45'}]}]",
72022,0,52925,0,0,,tüylü,0,2,,0,0,0,,,"tüylü dalak otu, tüylü meşe",,tuylu,,"[{'anlam_id': '88160', 'madde_id': '72022', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüyü olan', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}, {'anlam_id': '88161', 'madde_id': '72022', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Uzun tüyleri olan kilim', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72023,0,52926,0,0,,tüylü dalak otu,0,1,,0,0,0,,,,,tuylu dalak otu,,"[{'anlam_id': '88162', 'madde_id': '72023', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yüksekliği 10-40 santimetre olan, yatık veya dik, gri veya beyaz tüylü, çok yıllık bir tür dalak otu, acı yavşan (Teucrium polium)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '41', 'tur': '1', 'tam_adi': 'bitki bilimi', 'kisa_adi': 'bit. b.', 'ekno': '90'}]}]",
72024,0,52927,0,0,,tüylü meşe,0,1,,0,0,0,,,,,tuylu mese,,"[{'anlam_id': '88163', 'madde_id': '72024', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yaprakları tüylü olan bir tür meşe', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '41', 'tur': '1', 'tam_adi': 'bitki bilimi', 'kisa_adi': 'bit. b.', 'ekno': '90'}]}]",
72025,0,52928,0,0,,tüyme,0,1,,0,0,0,,,,,tuyme,,"[{'anlam_id': '88164', 'madde_id': '72025', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüymek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72026,0,52929,0,0,,tüymek,0,1,er,0,0,0,,,,,tuymek,,"[{'anlam_id': '88165', 'madde_id': '72026', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Kaçmak', 'gos': '0', 'orneklerListe': [{'ornek_id': '28641', 'anlam_id': '88165', 'ornek_sira': '1', 'ornek': 'Bir bahane icadıyla şuradan beş on gün için tüyemez miyiz?', 'kac': '1', 'yazar_id': '46', 'yazar': [{'yazar_id': '46', 'tam_adi': 'Ercüment Ekrem Talu', 'kisa_adi': 'E. E. Talu', 'ekno': '177'}]}], 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}, {'ozellik_id': '30', 'tur': '4', 'tam_adi': 'argo', 'kisa_adi': 'argo', 'ekno': '41'}]}]",
72027,0,52930,0,0,,tüyo,1,3,,0,0,13,Fransızca tuyau,tü'yo,,,tuyo,,"[{'anlam_id': '88166', 'madde_id': '72027', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Herhangi bir konuda verilen gizli bilgi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '88167', 'madde_id': '72027', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sınavda başkasından yardım görme veya bir kaynaktan yararlanma, kopya', 'gos': '0'}, {'anlam_id': '88168', 'madde_id': '72027', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yarış öncesinde belirlenen veya tahmin edilen yarışmacı hakkında verilen gizli bilgi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '40', 'tur': '1', 'tam_adi': 'spor', 'kisa_adi': 'sp.', 'ekno': '89'}]}]","[{'madde_id': '72028', 'madde': 'tüyo vermek', 'on_taki': None}]"
72028,0,52930,1,0,,tüyo vermek,0,1,,0,0,0,,,,,tuyo vermek,,"[{'anlam_id': '88169', 'madde_id': '72028', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'herhangi bir konuda gizli bilgi vermek', 'gos': '0'}]",
72029,0,52931,0,0,,tüy sıklet,0,3,,0,0,0,,,,,tuy siklet,,"[{'anlam_id': '88170', 'madde_id': '72029', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': '57 kiloda dövüşen boksör, tüy ağırlık', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '40', 'tur': '1', 'tam_adi': 'spor', 'kisa_adi': 'sp.', 'ekno': '89'}]}, {'anlam_id': '88171', 'madde_id': '72029', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'En az kilo ile yarışa sokulan at', 'gos': '0'}, {'anlam_id': '88172', 'madde_id': '72029', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Zayıf, çelimsiz (kimse)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
72030,0,52932,0,0,,tüysüz,0,3,,0,0,0,,,,,tuysuz,,"[{'anlam_id': '88173', 'madde_id': '72030', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüyü olmayan', 'gos': '0', 'orneklerListe': [{'ornek_id': '28642', 'anlam_id': '88173', 'ornek_sira': '1', 'ornek': 'Tüysüz kollarında bir adale hareketi görülüyordu.', 'kac': '1', 'yazar_id': '1', 'yazar': [{'yazar_id': '1', 'tam_adi': 'Sait Faik Abasıyanık', 'kisa_adi': 'S. F. Abasıyanık', 'ekno': '8'}]}], 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}, {'anlam_id': '88174', 'madde_id': '72030', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Henüz bıyığı, sakalı çıkmamış', 'gos': '0'}, {'anlam_id': '88175', 'madde_id': '72030', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Acemi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
72031,0,52933,0,0,,tüy tüs,0,1,,0,0,0,,,,,tuy tus,,"[{'anlam_id': '88176', 'madde_id': '72031', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüy', 'gos': '0', 'orneklerListe': [{'ornek_id': '28643', 'anlam_id': '88176', 'ornek_sira': '1', 'ornek': 'Şu yüzünde tüy tüs olmayan, başı açık evrak okuyan delikanlı mı?', 'kac': '1', 'yazar_id': '15', 'yazar': [{'yazar_id': '15', 'tam_adi': 'Refik Halit Karay', 'kisa_adi': 'R. H. Karay', 'ekno': '142'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72032,0,52934,0,0,,tüyü bozuk,0,1,,0,0,0,,,,,tuyu bozuk,,"[{'anlam_id': '88177', 'madde_id': '72032', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sarışın veya saçı sakalı seyrek (kimse)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '35', 'tur': '4', 'tam_adi': 'alay yollu', 'kisa_adi': 'alay', 'ekno': '46'}]}]",
72033,0,52935,0,0,,tüze,0,1,,0,0,0,,,üleştirimli tüze,,tuze,,"[{'anlam_id': '88178', 'madde_id': '72033', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Hukuk', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72034,0,52936,0,0,,tüzel,0,2,,0,0,0,,,tüzel kişi,,tuzel,,"[{'anlam_id': '88179', 'madde_id': '72034', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Hukukla ilgili, hukuki, hukuksal', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '51', 'tur': '1', 'tam_adi': 'hukuk', 'kisa_adi': 'huk.', 'ekno': '100'}]}, {'anlam_id': '88180', 'madde_id': '72034', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Hükümle ilgili, hükmi', 'gos': '0'}]",
72035,0,52937,0,0,,tüzel kişi,0,1,,0,0,0,,,,,tuzel kisi,,"[{'anlam_id': '88181', 'madde_id': '72035', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Hukuk bakımından bireylerin veya malların topluluğundan doğan ve tek bir kişi sayılan varlık', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '51', 'tur': '1', 'tam_adi': 'hukuk', 'kisa_adi': 'huk.', 'ekno': '100'}]}]",
72036,0,52938,0,0,,tüzel kişilik,0,1,ği,0,0,0,,,,,tuzel kisilik,,"[{'anlam_id': '88182', 'madde_id': '72036', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tüzel kişi olma durumu, hükmi şahsiyet', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '51', 'tur': '1', 'tam_adi': 'hukuk', 'kisa_adi': 'huk.', 'ekno': '100'}]}]",
72037,0,52939,0,0,,tüzük,0,1,ğü,0,0,0,,,iç tüzük,,tuzuk,,"[{'anlam_id': '88183', 'madde_id': '72037', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Herhangi bir kurumun veya kuruluşun tutacağı yolu ve uygulayacağı hükümleri sırasıyla gösteren maddelerin hepsi, nizamname, statü', 'gos': '0', 'orneklerListe': [{'ornek_id': '28644', 'anlam_id': '88183', 'ornek_sira': '1', 'ornek': 'Bu, çok ucuz bir amatör ressam tüzüğüdür.', 'kac': '1', 'yazar_id': '2', 'yazar': [{'yazar_id': '2', 'tam_adi': 'Haldun Taner', 'kisa_adi': 'H. Taner', 'ekno': '127'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
72038,0,52940,0,0,,tvist,0,2,,0,0,18,İngilizce twist,,,,tvist,,"[{'anlam_id': '88184', 'madde_id': '72038', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Özellikle gençler arasında 1961 yılında yaygınlık kazanan çok hızlı ritmi olan bir dans', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '88185', 'madde_id': '72038', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bu dansın müziği', 'gos': '0'}]",
72039,1,52943,0,0,,U,0,1,,0,0,0,,,,,U,,"[{'anlam_id': '88186', 'madde_id': '72039', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Uranyum elementinin simgesi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '48', 'tur': '1', 'tam_adi': 'kimya', 'kisa_adi': 'kim.', 'ekno': '97'}]}]",
72040,0,52944,0,0,,"u, U",0,1,,0,0,0,,,"u borusu, u dönüşü",,"u, U",,"[{'anlam_id': '88187', 'madde_id': '72040', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Türk alfabesinin yirmi beşinci sırasında yer alan ve U adı verilen bu harf, ses bilimi bakımından kalın, dar, yuvarlak ünlüyü gösterir', 'gos': '0'}]",
72041,0,52948,0,0,,ubudiyet,0,1,,0,0,11,Arapça ʿubūdiyyet,ubu:diyet,,,ubudiyet,,"[{'anlam_id': '88188', 'madde_id': '72041', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kulluk', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '31', 'tur': '4', 'tam_adi': 'eskimiş', 'kisa_adi': 'esk.', 'ekno': '42'}]}]",
72042,1,52949,0,1,,uca,0,1,,0,0,0,,,,,uca,,"[{'anlam_id': '88189', 'madde_id': '72042', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kuyruk sokumu kemiği', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '33', 'tur': '4', 'tam_adi': 'halk ağzında', 'kisa_adi': 'hlk.', 'ekno': '44'}]}]",
72043,2,52950,0,2,,uca,0,1,,0,0,0,,,,,uca,,"[{'anlam_id': '88190', 'madde_id': '72043', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yüce', 'gos': '0', 'orneklerListe': [{'ornek_id': '28645', 'anlam_id': '88190', 'ornek_sira': '1', 'ornek': 'Uca dağ başında yatmış uyumuş / Ela gözlerini uyku bürümüş', 'kac': '1', 'yazar_id': '38', 'yazar': [{'yazar_id': '38', 'tam_adi': 'Halk türküsü', 'kisa_adi': 'Halk türküsü', 'ekno': '169'}]}], 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '33', 'tur': '4', 'tam_adi': 'halk ağzında', 'kisa_adi': 'hlk.', 'ekno': '44'}]}]",
72044,0,52952,0,0,,ucube,0,1,,0,0,11,Arapça uʿcūbe,ucu:be,,,ucube,,"[{'anlam_id': '88191', 'madde_id': '72044', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Çok acayip, şaşılacak kadar çirkin olan', 'gos': '0', 'orneklerListe': [{'ornek_id': '28646', 'anlam_id': '88191', 'ornek_sira': '1', 'ornek': 'Bakımsızlıktan, pislikten yaralı bereli, karınları şiş, yüzleri sarı, sıska iki ucube hâlinde süründükten sonra ölmüşler.', 'kac': '1', 'yazar_id': '14', 'yazar': [{'yazar_id': '14', 'tam_adi': 'Halide Edip Adıvar', 'kisa_adi': 'H. E. Adıvar', 'ekno': '141'}]}], 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}]",
