madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
64035,0,52167,0,0,,torpido,0,3,,0,0,23,Almanca Torpedo,torpi'do,"torpido bot, torpido gözü",,torpido,,"[{'anlam_id': '86993', 'madde_id': '64035', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Otomobillerde, içinde sürücü için gerekli şeylerin bulunduğu kapaklı küçük bölme, torpido gözü', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '86994', 'madde_id': '64035', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpido bot', 'gos': '1', 'orneklerListe': [{'ornek_id': '28304', 'anlam_id': '86994', 'ornek_sira': '1', 'ornek': 'Torpido ile hücum edip de Frenk zırhlısını batıranlar içinde Ahmet de vardı.', 'kac': '1', 'yazar_id': '76', 'yazar': [{'yazar_id': '76', 'tam_adi': 'Aka Gündüz', 'kisa_adi': 'A. Gündüz', 'ekno': '215'}]}], 'ozelliklerListe': [{'ozellik_id': '42', 'tur': '1', 'tam_adi': 'denizcilik', 'kisa_adi': 'den.', 'ekno': '91'}]}, {'anlam_id': '86995', 'madde_id': '64035', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpil', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '42', 'tur': '1', 'tam_adi': 'denizcilik', 'kisa_adi': 'den.', 'ekno': '91'}]}]",
64036,0,52168,0,0,,torpido bot,0,1,,0,0,18,İngilizce torpedo-boat,torpi'dobot,,,torpido bot,,"[{'anlam_id': '86996', 'madde_id': '64036', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpil atmaya yarar, küçük ve çok hızlı giden savaş gemisi, torpido', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '42', 'tur': '1', 'tam_adi': 'denizcilik', 'kisa_adi': 'den.', 'ekno': '91'}]}]",
64037,0,52169,0,0,,torpido gözü,0,1,,0,0,0,,,,,torpido gozu,,"[{'anlam_id': '86997', 'madde_id': '64037', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpido', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
64038,0,52170,0,0,,torpil,0,4,,0,0,13,Fransızca torpille,,torpil balığı,,torpil,,"[{'anlam_id': '86998', 'madde_id': '64038', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Genellikle bayramlarda çocukların eğlence aracı olarak kullandığı yanıcı madde', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '86999', 'madde_id': '64038', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Savaş gemilerinde su altı silahı olarak kullanılan büyük bomba, torpido', 'gos': '1', 'ozelliklerListe': [{'ozellik_id': '42', 'tur': '1', 'tam_adi': 'denizcilik', 'kisa_adi': 'den.', 'ekno': '91'}]}, {'anlam_id': '87000', 'madde_id': '64038', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir kimseyi kayırma işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}, {'anlam_id': '87001', 'madde_id': '64038', 'anlam_sira': '4', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kayırıcı', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
64039,0,52171,0,0,,torpil balığı,0,1,,0,0,0,,,,,torpil baligi,,"[{'anlam_id': '87002', 'madde_id': '64039', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tırpanayı andıran ve başındaki bir organdan elektrik çıkararak başka balıkları öldüren, yavru doğurucu bir balık, uyuşturan balığı (Raia torpedo)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '53', 'tur': '1', 'tam_adi': 'hayvan bilimi', 'kisa_adi': 'hay. b.', 'ekno': '102'}]}]",
64040,0,52172,0,0,,torpilci,0,1,,0,0,0,,,,,torpilci,,"[{'anlam_id': '87003', 'madde_id': '64040', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpil ile uğraşan kimse', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
64041,0,52173,0,0,,torpilleme,0,1,,0,0,0,,,,,torpilleme,,"[{'anlam_id': '87004', 'madde_id': '64041', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpillemek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
64042,0,52174,0,0,,torpillemek,0,2,,0,0,0,,,,,torpillemek,,"[{'anlam_id': '87005', 'madde_id': '64042', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Torpille batırmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '22', 'tur': '3', 'tam_adi': '-i', 'kisa_adi': '-i', 'ekno': '33'}]}, {'anlam_id': '87006', 'madde_id': '64042', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sınıfta kalmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '30', 'tur': '4', 'tam_adi': 'argo', 'kisa_adi': 'argo', 'ekno': '41'}]}]",
64043,0,52175,0,0,,torpillenme,0,1,,0,0,0,,,,,torpillenme,,"[{'anlam_id': '87007', 'madde_id': '64043', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpillenmek işi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
64044,0,52176,0,0,,torpillenmek,0,1,,0,0,0,,,,,torpillenmek,,"[{'anlam_id': '87008', 'madde_id': '64044', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Torpilleme işi yapılmak', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
64045,0,52177,0,0,,torpilli,0,2,,0,0,0,,,,,torpilli,,"[{'anlam_id': '87009', 'madde_id': '64045', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Torpili bulunan', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}, {'anlam_id': '87010', 'madde_id': '64045', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kayıranı olan', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
64046,0,52178,0,0,,tortop,1,1,,0,0,0,,to'rtop,,,tortop,,"[{'anlam_id': '87011', 'madde_id': '64046', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bütünüyle top biçiminde, yusyuvarlak (olan)', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}]","[{'madde_id': '64047', 'madde': 'tortop olmak', 'on_taki': None}]"
64047,0,52178,1,0,,tortop olmak,0,1,,0,0,0,,,,,tortop olmak,,"[{'anlam_id': '87012', 'madde_id': '64047', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'top biçimine girmek', 'gos': '0', 'orneklerListe': [{'ornek_id': '28305', 'anlam_id': '87012', 'ornek_sira': '1', 'ornek': 'Çocuklar köşede bir hasırın üstünde tortop olmuşlardı.', 'kac': '1', 'yazar_id': '8', 'yazar': [{'yazar_id': '8', 'tam_adi': 'Reşat Nuri Güntekin', 'kisa_adi': 'R. N. Güntekin', 'ekno': '133'}]}]}]",
64048,0,52179,0,0,,tortu,0,4,,0,0,12,Farsça durdī,,,,tortu,,"[{'anlam_id': '87013', 'madde_id': '64048', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Çökelti', 'gos': '1', 'orneklerListe': [{'ornek_id': '28306', 'anlam_id': '87013', 'ornek_sira': '1', 'ornek': 'Gün iyiden iyiye ışıdı artık, tortusu dibe çöken bir su gibi duruldu, berraklaştı ortalık.', 'kac': '1', 'yazar_id': '185', 'yazar': [{'yazar_id': '185', 'tam_adi': 'Nazım Hikmet', 'kisa_adi': 'N. Hikmet', 'ekno': '391'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '48', 'tur': '1', 'tam_adi': 'kimya', 'kisa_adi': 'kim.', 'ekno': '97'}]}, {'anlam_id': '87014', 'madde_id': '64048', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir şeyin bayağı, işe yaramaz duruma gelmiş olanı', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}, {'anlam_id': '87015', 'madde_id': '64048', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir topluluğun soysuzlaşmış üyeleri', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}, {'anlam_id': '87016', 'madde_id': '64048', 'anlam_sira': '4', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kalıntı', 'gos': '0', 'orneklerListe': [{'ornek_id': '28307', 'anlam_id': '87016', 'ornek_sira': '1', 'ornek': 'Baş ağrısı ile kalkmanız da olası. Her eğlencenin o kadar tortusu olacak artık.', 'kac': '1', 'yazar_id': '2', 'yazar': [{'yazar_id': '2', 'tam_adi': 'Haldun Taner', 'kisa_adi': 'H. Taner', 'ekno': '127'}]}], 'ozelliklerListe': [{'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
64049,0,52180,0,0,,tortul,0,2,,0,0,0,,,tortul bilimi,,tortul,,"[{'anlam_id': '87017', 'madde_id': '64049', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tortu niteliğinde olan', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}, {'anlam_id': '87018', 'madde_id': '64049', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Tortullaşma sonucu oluşmuş', 'gos': '0', 'orneklerListe': [{'ornek_id': '28308', 'anlam_id': '87018', 'ornek_sira': '1', 'ornek': 'Tortul kütle.', 'kac': '1', 'yazar_id': '0'}]}]",
